lat,long,id,object,name,comune
-34.6196032137453,-58.3937070289882,534,public WiFi location,CMB Nº 6,3
-34.6548670990032,-58.3795260056173,533,public WiFi location,Posta Digital - CMD,4
-34.6084660945371,-58.4350465839634,531,public WiFi location,Inst. de Zoonosis Luis Pasteur,6
-34.6097192799921,-58.4074178685168,530,public WiFi location,Estación Saludable Plaza Miserere,3
-34.6284891515178,-58.4636224864458,529,public WiFi location,Estación Saludable Plaza Flores,7
-34.6378829374324,-58.4059199094467,528,public WiFi location,Estación Saludable Parque Patricios,4
-34.5916779789863,-58.4481111164194,527,public WiFi location,Estación Saludable Parque Los Andes,15
-34.5976564671343,-58.4752130047154,525,public WiFi location,Htal. de Emerg. Psiquiátricas Torcuato de Alvear,15
-34.6432024419744,-58.4108974552092,524,public WiFi location,Htal. J. A. Penna,4
-34.6393032299615,-58.3843648643223,523,public WiFi location,Htal. de Salud Mental Braulio Moyano,4
-34.6391665336357,-58.4024121525409,522,public WiFi location,Centro del Distrito Tecnológico (Espacios de recepción al público),4
-34.5733898111286,-58.4145093167028,512,public WiFi location,Plaza Ramón Fernández,14
-34.640258803505,-58.4085884120845,511,public WiFi location,Pzta. Dr. Genaro Giacobini,4
-34.6445294775024,-58.4104745715627,510,public WiFi location,Plaza José C. Paz,4
-34.6422697864467,-58.4097209295311,509,public WiFi location,Parque Uriburu,4
-34.638963729305,-58.4089913501943,508,public WiFi location,Parque Patricios (Distrito Tecnológico),5
-34.6643661847337,-58.4668024158405,507,public WiFi location,Estación Saludable Parque Indoamericano,8
-34.6349495301177,-58.4397298258896,506,public WiFi location,Estación Saludable Parque Chacabuco,7
-34.6051255094866,-58.43456604098,505,public WiFi location,Estación Saludable Parque Centenario,6
-34.6453579639086,-58.4755730884447,504,public WiFi location,Estación Saludable Parque Avellaneda,9
-34.6269400252844,-58.382230244483,503,public WiFi location,Estación Saludable Constitución,1
-34.6044987708221,-58.4054498832977,502,public WiFi location,Estación Saludable Corrientes Línea H,3
-34.6147258053099,-58.4276435228447,500,public WiFi location,Htal. de Odontología  J. Dueñas,5
-34.5845100290469,-58.4026050472699,499,public WiFi location,Htal. Odontológico Dr. R. Carrillo (Ex Nacional),2
-34.553907886517,-58.4408846202799,498,public WiFi location,Htal. de Rehabilitación Psicofísica,13
-34.6366246934182,-58.3821666207014,497,public WiFi location,Htal. de Salud Mental J. Borda,4
-34.6241255739229,-58.4694760287131,496,public WiFi location,Htal. Alvarez,7
-34.5845643853643,-58.4008016124095,495,public WiFi location,Htal. Rivadavia,2
-34.6176346384995,-58.4095811667103,493,public WiFi location,Htal. Ramos Mejía,3
-34.6030823411655,-58.3809152482781,492,public WiFi location,Galería Pasaje Obelisco Norte,1
-34.6044996517548,-58.3808200499735,491,public WiFi location,Galería Pasaje Obelisco Sur,1
-34.581409024534,-58.4211985850197,489,public WiFi location,Estación Plaza Italia - Línea D,14
-34.5784163937198,-58.4257138598967,484,public WiFi location,Estación Palermo - Línea D,14
-34.5997546779529,-58.3979347569958,477,public WiFi location,Estación Facultad de Medicina - Línea D,3
-34.5979223885568,-58.37551917489,466,public WiFi location,Florida 870,1
-34.6017229371545,-58.3753948224462,465,public WiFi location,Florida 540,1
-34.607770081199,-58.3747963460282,462,public WiFi location,Florida 25,1
-34.6065376511491,-58.375838905154,461,public WiFi location,Subsecretaría Ciudad Inteligente,1
-34.6412710325493,-58.4069130256873,460,public WiFi location,Nueva Sede GCBA (Recepciones Público),4
-34.5715362374776,-58.4126537094449,459,public WiFi location,Estación Saludable Rosedal,14
-34.6087571006617,-58.3744623222062,458,public WiFi location,Estación Saludable Peru,1
-34.6069507914693,-58.3751324374879,456,public WiFi location,Estación Saludable Diagonal y Florida (Refuerzo),1
-34.6505898477812,-58.4318602389053,455,public WiFi location,SECHI PLAZA ROTONDA / ESPEJO,7
-34.6497929862705,-58.433346503365,452,public WiFi location,SECHI Nidito,7
-34.6507409020397,-58.4378712846774,451,public WiFi location,SECHI - Corredor Saludable Perito Moreno,4
-34.6211941479523,-58.3663126292929,446,public WiFi location,COPIDIS,1
-34.6277409870507,-58.3796335557595,445,public WiFi location,Estación Constitución,1
-34.5914273758394,-58.4502477016849,444,public WiFi location,Baldomero Fernández Moreno,15
-34.6033847196876,-58.4093596424251,443,public WiFi location,Pasaje Carlos Gardel,3
-34.5809046335167,-58.4197741740788,442,public WiFi location,Jardín Zoológico,14
-34.5976889032328,-58.4302299712055,440,public WiFi location,EMAD - Escuela Metropolitana de Arte Dramático,15
-34.6302498357574,-58.4669382206226,439,public WiFi location,Sede de Comuna 7,7
-34.680530730857,-58.4488644898114,438,public WiFi location,Estación Saludable SACTA,
-34.615598175299,-58.456522993909,436,public WiFi location,Plaza Irlanda - Centro de Jubilados,6
-34.6317707424733,-58.4009970869445,435,public WiFi location,Estación Jujuy,4
-34.6052778473174,-58.3819702457595,432,public WiFi location,Estación de Combis,1
-34.5775415770425,-58.426978337133,431,public WiFi location,Estación Saludable Pacífico,14
-34.5926733185879,-58.3741427089095,429,public WiFi location,Estación Saludable Retiro,1
-34.6381491094026,-58.4944126578934,428,public WiFi location,Centro de Día Nro. 27,10
-34.6442007919524,-58.412013617429,426,public WiFi location,Distrito Tecnológico Miriñay 3532,4
-34.6438312415118,-58.4117103927509,425,public WiFi location,Distrito Tecnológico Cortajarena 3514,4
-34.6429170762078,-58.4120568132717,424,public WiFi location,Distrito Tecnológico Dr. Prof. P. Chutro 3434,4
-34.6417387733591,-58.4126983663937,423,public WiFi location,Distrito Tecnológico Almafuerte y Puna,4
-34.6396184160357,-58.4118257380824,422,public WiFi location,Distrito Tecnológico Almafuerte y Pomar,4
-34.6182239809075,-58.413540413247,421,public WiFi location,Centro de Día Nro. 17,5
-34.6247820936002,-58.3761999543141,420,public WiFi location,Centro de Día Nro. 19,1
-34.6416736607398,-58.4091212538291,419,public WiFi location,Distrito Tecnológico Pepirí y Los Patos,4
-34.5797587169826,-58.4306316576717,417,public WiFi location,Centro de Día Nro. 9,14
-34.5811910834447,-58.5031971356607,414,public WiFi location,Centro de Día Nro. 8,12
-34.5783955977772,-58.3859897878331,413,public WiFi location,Portal Inclusivo 31. Edif. Policía Metropolitana,1
-34.6383980825525,-58.4133764153874,412,public WiFi location,Distrito Tecnológico Caseros 3405,5
-34.6044909513013,-58.4054533177925,407,public WiFi location,Estación Corrientes - Línea H,3
-34.6058146807227,-58.4137369658183,402,public WiFi location,Conservatorio Superior de Música Manuel de Falla,5
-34.6370431670748,-58.4109273635771,401,public WiFi location,Distrito Tecnológico Sánchez de Loria y Rondeau,5
-34.6059998516346,-58.3776505339998,400,public WiFi location,Ministerio de Modernización,1
-34.6045798760278,-58.4053974973796,399,public WiFi location,Espacio Subte Digital Pueyrredón - Línea B,3
-34.6381590606751,-58.4116257957169,398,public WiFi location,Distrito Tecnológico Caseros y Almafuerte,5
-34.6725298671986,-58.457660033764,394,public WiFi location,Centro de Atención Primaria de Alta Resolución Cecilia Grierson,8
-34.6075645003778,-58.3746718346442,392,public WiFi location,Ministerio de Ambiente y Espacio Público,1
-34.6044585464367,-58.3914207553958,389,public WiFi location,Corrientes 1750,1
-34.5972607180699,-58.4760047448475,388,public WiFi location,Hogar San Martín,15
-34.6307070870644,-58.4696396292697,383,public WiFi location,Estación San Pedrito - Línea A,7
-34.6355920301867,-58.3823107735532,362,public WiFi location,Htal. Tobar García,4
-34.6350614133523,-58.446934847961,360,public WiFi location,"Instituto Vocacional de Arte "" M. J. Labarden"" - Sede Curapaligue",7
-34.6348915984303,-58.4027254390375,352,public WiFi location,Htal. Materno Infantil R. Sardá,4
-34.6889179089334,-58.4635183093806,351,public WiFi location,Centro Cultural Saladillo,8
-34.6053058851314,-58.3886955916161,350,public WiFi location,Centro Cultural General San Martín,1
-34.627363456331,-58.389149770302,349,public WiFi location,"Instituto Vocacional de Arte "" M. J. Labarden"" - Sede Garay",1
-34.6184941240534,-58.5017332862506,348,public WiFi location,Htal. de Rehabilitación M. Rocca,10
-34.5649499384993,-58.4711132795588,342,public WiFi location,Htal. Pirovano,12
-34.6380844777247,-58.4098981772845,340,public WiFi location,Templete Parque Patricios,4
-34.6054311064096,-58.4601694091779,321,public WiFi location,Htal. Lagleyze,6
-34.6565452646213,-58.4558386728106,313,public WiFi location,Plazoleta Lacarra y Somellera,7
-34.6226153068356,-58.3944342850863,310,public WiFi location,Htal. Santa Lucía,3
-34.5685328749955,-58.5079179241421,308,public WiFi location,Museo Cornelio Saavedra,12
-34.5790617636534,-58.4183798656311,307,public WiFi location,Teatro Sarmiento,14
-34.5685386532384,-58.4029021724375,305,public WiFi location,Parque Manuel Belgrano (ex KTD),2
-34.6278843798365,-58.3659244153058,302,public WiFi location,Htal. Argerich,4
-34.5902634785757,-58.4520283511224,301,public WiFi location,Centro Único de Coordinación y Control,15
-34.6652895592504,-58.4431410853125,300,public WiFi location,SECHI,8
-34.6359544244191,-58.4625239766791,299,public WiFi location,Ente de Higiene Urbana,7
-34.6120207338252,-58.3705064409783,298,public WiFi location,Ente de Turismo,1
-34.580057891379,-58.4419465224494,297,public WiFi location,Centro de Exposiciones El Dorrego,14
-34.6043592935059,-58.3901157642737,296,public WiFi location,Corrientes 1650,1
-34.6160299195915,-58.3548569013877,294,public WiFi location,Reserva Ecológica Costanera Sur (Salón eventos y oficinas),1
-34.605494217604,-58.3806970261291,291,public WiFi location,Dirección Gral. de Infracciones,1
-34.6002795644387,-58.4115964109827,290,public WiFi location,Centro Cultural Alfonsina Storni,3
-34.5918177680513,-58.4172183197889,289,public WiFi location,Centro Cultural Tato Bores,14
-34.6077698204081,-58.4082197456076,286,public WiFi location,Agencia Gubenamental de Control,3
-34.6075373695418,-58.3777581653677,285,public WiFi location,Ministerio de Educación GCBA,1
-34.6384719790709,-58.4361381568079,284,public WiFi location,Centro Cultural Plaza Flores,7
-34.6063520688123,-58.3842176489055,283,public WiFi location,Joaquín V. González,1
-34.6378141566443,-58.456448305911,282,public WiFi location,Mariano Pelliza,7
-34.6340362105459,-58.4382975013565,279,public WiFi location,Estanislao del Campo,7
-34.6442095473877,-58.4538277741592,248,public WiFi location,Htal. Piñero,7
-34.5989689710426,-58.4397714727249,247,public WiFi location,Estación Malabia - Osvaldo Pugliese - Línea B,15
-34.603165969914,-58.4209684054352,245,public WiFi location,Estación Medrano - Línea B,5
-34.6040936483628,-58.3872962517645,236,public WiFi location,Estación Uruguay - Línea B,1
-34.6340647280761,-58.4433986756609,234,public WiFi location,Centro Cultural Adán Buenosayres,7
-34.6384045588822,-58.4057945515232,233,public WiFi location,Estación Parque Patricios - Línea H,4
-34.6042484290622,-58.3887117031641,226,public WiFi location,Corrientes 1550,1
-34.6148582303323,-58.3880545662544,224,public WiFi location,Alfonsina Storni y Martín Del Barco Centenera,1
-34.6286775379831,-58.3568738498806,215,public WiFi location,Usina del Arte,4
-34.5927778768163,-58.3741886796675,213,public WiFi location,Torre Monumental,1
-34.6043767825154,-58.3886178630316,212,public WiFi location,Teatro San Martín,1
-34.6457329604874,-58.4848591212175,211,public WiFi location,Subsede Comunal 9,9
-34.6321643684323,-58.4410671831614,210,public WiFi location,Subsede Comunal 6,7
-34.6381304682077,-58.4103509605161,209,public WiFi location,Subsede Comunal 5,4
-34.6014064306566,-58.4980980687797,208,public WiFi location,Subsede Comunal 11,11
-34.6595468354037,-58.5049435876355,207,public WiFi location,Sede de Comuna 9,9
-34.6849235949623,-58.455093197257,206,public WiFi location,Sede de Comuna 8,8
-34.6089557385182,-58.4312329362698,204,public WiFi location,Sede de Comuna 6,6
-34.6237712348651,-58.3939157470549,203,public WiFi location,Sede de Comuna 5,3
-34.6284011836441,-58.3922508692999,202,public WiFi location,Polo Circo,4
-34.6502263309906,-58.4247170117109,201,public WiFi location,Sede de Comuna 4,11
-34.6030254923214,-58.3966816232213,200,public WiFi location,Sede de Comuna 3,3
-34.5889216086894,-58.3936249720034,199,public WiFi location,Subsede Comunal 2,2
-34.5967187592215,-58.3990151523522,197,public WiFi location,Sede de Comuna 2,2
-34.5870408901359,-58.4414454403581,196,public WiFi location,Sede de Comuna 15,15
-34.5871946684559,-58.4090752291575,195,public WiFi location,Sede de Comuna 14,14
-34.5536943583089,-58.4639856684465,192,public WiFi location,Sede de Comuna 13,13
-34.5686236694961,-58.4827880530232,191,public WiFi location,Sede de Comuna 12,12
-34.6082133321452,-58.516082742722,188,public WiFi location,Sede de Comuna 11,11
-34.6318212184487,-58.483288168496,187,public WiFi location,Sede de Comuna 10,10
-34.600087448613,-58.3870218543798,186,public WiFi location,Sede de Comuna 1,1
-34.5612503363944,-58.4486314420913,185,public WiFi location,Reina Batata (Infantil),13
-34.5848979513757,-58.3934316670673,184,public WiFi location,Pza. Alvear / Pza. Francia,2
-34.6559969530935,-58.4551593478384,183,public WiFi location,Portal Inclusivo Barrio Ramón Carrillo,8
-34.6524242517934,-58.3761724022273,182,public WiFi location,Centro de Primera Infancia PULGARCITO,4
-34.5878084532115,-58.3917027809039,177,public WiFi location,Plazoleta Juan XXIII,2
-34.6006237268021,-58.3827005890398,176,public WiFi location,Plaza Vaticano,1
-34.5945230004446,-58.3755546858542,175,public WiFi location,Plaza San Martín,1
-34.6146891377429,-58.4578191782196,172,public WiFi location,Plaza Irlanda,6
-34.599140621116,-58.3981426030067,170,public WiFi location,Plaza Houssay,3
-34.5616662614927,-58.4548225713544,169,public WiFi location,Plaza Gral. Manuel Belgrano,13
-34.6258021242455,-58.5078090359757,167,public WiFi location,Plaza Don Bosco,10
-34.6033146431118,-58.3816295807524,163,public WiFi location,Plaza de la Republica,1
-34.6054758733795,-58.3806496804856,158,public WiFi location,Edificio del Plata,1
-34.6084004956973,-58.3745760174691,157,public WiFi location,Patio de la Cultura,1
-34.6152573675007,-58.429219026885,156,public WiFi location,Paseo de la Victoria,6
-34.5890715496828,-58.3937819801425,153,public WiFi location,Paseo de la Recoleta,2
-34.5573636158096,-58.4997723194923,149,public WiFi location,Parque Sarmiento,12
-34.64782921422,-58.5140684161612,148,public WiFi location,Parque Santojanni,9
-34.674653689653,-58.4413459514516,145,public WiFi location,Parque Roca,8
-34.63861027923,-58.4067585768479,144,public WiFi location,Parque Patricios,4
-34.5828076747071,-58.3920022966057,143,public WiFi location,Facultad de Derecho,2
-34.5898896102022,-58.450454777315,142,public WiFi location,Parque Los Andes,15
-34.6652987965427,-58.4591109950493,140,public WiFi location,Parque Indoamericano,8
-34.6338288332998,-58.3854147571991,139,public WiFi location,Parque España,4
-34.5284958723103,-58.4577579497587,138,public WiFi location,Parque de los Niños,13
-34.6793026146634,-58.4585264176268,136,public WiFi location,Parque de las Victorias,8
-34.5410387601409,-58.4382144015995,135,public WiFi location,Parque de la Memoria,14
-34.6717343086363,-58.4510940952315,133,public WiFi location,Parque de la Ciudad,8
-34.6347811925796,-58.4422012066418,131,public WiFi location,Parque Chacabuco - Extensión,7
-34.634943956263,-58.4429484187357,130,public WiFi location,Parque Chacabuco,7
-34.6070592787277,-58.4375498244725,129,public WiFi location,Parque Centenario - Extensión,6
-34.6065385142438,-58.4357032105035,128,public WiFi location,Parque Centenario,6
-34.6451854780061,-58.4791780437484,127,public WiFi location,Parque Avellaneda,9
-34.5705766106117,-58.421432051906,125,public WiFi location,Museo Sívori,14
-34.6177388141442,-58.4525188846842,124,public WiFi location,Museo Luis Perlotti,6
-34.5612675974179,-58.4556919522339,123,public WiFi location,Museo Larreta,13
-34.5796091968091,-58.4049701604744,122,public WiFi location,Museo José Hernández,14
-34.5910625898017,-58.3802370529598,121,public WiFi location,Museo Fernández Blanco,1
-34.6294879750609,-58.3570953812576,119,public WiFi location,Museo del Cine,4
-34.6104476482742,-58.3722231289722,117,public WiFi location,Museo de la Ciudad,1
-34.6219734371874,-58.3705271174278,116,public WiFi location,Museo de Arte Moderno (MAMBA),1
-34.6016784123375,-58.4077622868369,115,public WiFi location,Museo Carlos Gardel,3
-34.6348297946947,-58.5264579247518,114,public WiFi location,Miguel Cané,9
-34.5995792789846,-58.3890008786666,113,public WiFi location,Manuel Gálvez,1
-34.5636772401267,-58.4525973819311,112,public WiFi location,Leopoldo Lugones,13
-34.5978075534664,-58.4299312778028,111,public WiFi location,Julio Cortázar,15
-34.6651895954544,-58.4743663619951,110,public WiFi location,Julio César Saguier,8
-34.5648527685518,-58.4618197843991,109,public WiFi location,José Mármol,13
-34.6594926116402,-58.4290247865609,108,public WiFi location,Centro Cultural Eladia Blázquez,8
-34.5505371979479,-58.4910133329428,106,public WiFi location,Parque del Precinto 12 (Plaza Hungría),12
-34.6388929303699,-58.3601267430462,105,public WiFi location,Htal. Quinquela Martín,4
-34.630212291207,-58.375845218526,102,public WiFi location,Htal. Maria Ferrer,4
-34.6071615843299,-58.4331500579085,101,public WiFi location,Htal. Maria Curie,6
-34.6099440878641,-58.381255566549,98,public WiFi location,Estación Yrigoyen,1
-34.6145006069406,-58.381030356945,97,public WiFi location,Estación Venezuela,1
-34.6005804300295,-58.3818123103929,96,public WiFi location,Estación Teatro Colón,1
-34.595845005054,-58.3821303401802,95,public WiFi location,Estación Santa Fe,1
-34.6491866976531,-58.5156373291473,94,public WiFi location,Htal. Santojanni,9
-34.5982531573038,-58.3818950222302,93,public WiFi location,Estación Paraguay,1
-34.6053778858849,-58.3815394202477,92,public WiFi location,Estación Obelisco Sur,1
-34.6017254419825,-58.3817535578343,91,public WiFi location,Estación Obelisco Norte,1
-34.6075846089842,-58.3813918661666,90,public WiFi location,Estación Mitre,1
-34.6155097729598,-58.3809905284027,89,public WiFi location,Estación México,1
-34.5971201763966,-58.3820015194344,88,public WiFi location,Estación Marcelo T. de Alvear,1
-34.5743238335171,-58.4863875242843,87,public WiFi location,Estación Juan Manuel de Rosas - Línea B,12
-34.6064568154422,-58.3814587397799,82,public WiFi location,Estación Juan D. Perón,1
-34.5947640307614,-58.444300153847,81,public WiFi location,"Metrobus Juan B. Justo, Estación Av. Corrientes",15
-34.6178904773706,-58.3808827691278,80,public WiFi location,Estación Independencia,1
-34.5777972373359,-58.4810166134958,78,public WiFi location,Estación Esteban Echeverría - Línea B,12
-34.6188767140538,-58.3808540572395,75,public WiFi location,Estación Estados Unidos,1
-34.5994274672618,-58.3818550522952,74,public WiFi location,Estación Córdoba,1
-34.6166794883139,-58.3809449927938,73,public WiFi location,Estación Chile,1
-34.6134730732241,-58.3810424601935,72,public WiFi location,Estación Belgrano,1
-34.611070891371,-58.381171727514,71,public WiFi location,Estación Alsina,1
-34.6379349572243,-58.4077330908641,70,public WiFi location,Enrique Banchs,4
-34.676923360823,-58.4746023514832,69,public WiFi location,El Progreso,8
-34.6094311596753,-58.3602658369179,67,public WiFi location,Dirección Gral. de Museos,1
-34.6103442931861,-58.374854938614,64,public WiFi location,Diagonal Sur y Peru,1
-34.6048900950283,-58.3790286025624,63,public WiFi location,Diagonal Norte y Sarmiento,1
-34.6076443815688,-58.3737067236271,62,public WiFi location,Diagonal Norte y San Martín,1
-34.6057782667736,-58.3772660055996,61,public WiFi location,Diagonal Norte y Perón,1
-34.6062456866607,-58.3763846689,60,public WiFi location,Diagonal Norte y Maipú,1
-34.6070196315074,-58.3748931714984,59,public WiFi location,Diagonal Norte y Florida,1
-34.6245876275318,-58.3916273578678,58,public WiFi location,Del Docente,3
-34.6045810220854,-58.4053978013412,57,public WiFi location,Estación Pueyrredón - Línea B,3
-34.6547384614982,-58.3794978082552,51,public WiFi location,Centro Metropolitano de Diseño,4
-34.6081412139402,-58.3778740475355,50,public WiFi location,Ctro. de Inf. Turística 'Roberto Arlt',1
-34.5511265769768,-58.490829477189,49,public WiFi location,Comisaría Comunal 12,12
-34.665894627401,-58.4610775798888,48,public WiFi location,CIFA,8
-34.6290872274132,-58.4635405106623,33,public WiFi location,Estación San José de Flores - Línea A,7
-34.6335531292623,-58.3866636169241,31,public WiFi location,Centro Cultural Sur,4
-34.5865924992157,-58.3918049157745,21,public WiFi location,Centro Cultural Recoleta,2
-34.6247055639513,-58.4113854142757,20,public WiFi location,Centro Cultural Julián Centeya,3
-34.6059549906077,-58.4137620223228,17,public WiFi location,Conservatorio Superior de Música Manuel de Falla,5
-34.5812818946845,-58.4237989317588,16,public WiFi location,Carlos Guido y Spano,14
-34.63934310901,-58.3627060646101,15,public WiFi location,Caminito,4
-34.6062337965054,-58.4031550568903,9,public WiFi location,EMAD - Escuela Metropolitana de Arte Dramático,3
-34.6083884251727,-58.3747834538112,8,public WiFi location,Av. de Mayo y Perú,1
-34.5992834288627,-58.5107247353059,7,public WiFi location,Antonio Devoto,11
-34.6060097185183,-58.4366871485887,6,public WiFi location,Anfiteatro Parque Centenario,15
-34.6849788440007,-58.4633488397356,5,public WiFi location,Álvaro Yunque,8
-34.6161348963839,-58.3662602147304,4,public WiFi location,Alicia Moreau de Justo y Chile,1
-34.6298260831398,-58.3602750053352,1,public WiFi location,Depósito Museo del Cine,4
